"title","date","link"
"Best Fashion Awards 2019. Названо імена найкращих дизайнерів України","20 листопада 2019, 09:49","https://nv.ua/ukr/style/krasota-i-moda/best-fashion-awards-2019-nazvano-imena-naykrashchih-dizayneriv-ukrajini-50054543.html"
"Для тоддлерів. Біллі Айліш представила колекцію худі, повзунків і шапок біні","19 листопада 2019, 17:11","https://nv.ua/ukr/style/krasota-i-moda/hudi-polzunki-i-shapki-bini-billi-aylish-predstavila-odezhdu-dlya-mladencev-i-detey-50054443.html"
"За мотивами давньогрецького міфу. Йоргос Лантімос випустив арт-книгу для Будинку Gucci","19 листопада 2019, 16:16","https://nv.ua/ukr/style/krasota-i-moda/po-motivam-drevnegrecheskogo-mifa-yorgos-lantimos-vypustil-art-knigu-dlya-doma-gucci-50054424.html"
"Fashion-підсумки 2019. Головні тренди, бренди, ікони стилю і найбажаніші речі року","19 листопада 2019, 16:09","https://nv.ua/ukr/style/krasota-i-moda/fashion-itogi-2019-glavnye-trendy-brendy-ikony-stilya-i-samye-zhelannye-veshchi-goda-50054399.html"
"Ми зробили це першими. McDonald’s потроллив Alexander Wang за клатч, схожий на паперовий пакет","15 листопада 2019, 14:27","https://nv.ua/ukr/style/krasota-i-moda/my-sdelali-eto-pervymi-mcdonald-s-potrollil-alexander-wang-za-klatch-pohozhiy-na-bumazhnyy-paket-50053740.html"
"В обіймах англійського футболіста. Карла Бруні похвалилася нев’янучою красою в рекламі Burberry","14 листопада 2019, 18:35","https://nv.ua/ukr/style/znamenitosti/v-obyatiyah-angliyskogo-futbolista-karla-bruni-pohvastalas-neuvyadayushchey-krasotoy-v-reklame-burberry-50053593.html"
"Для чоловіків і жінок. Принц Чарльз запускає власну модну колекцію","14 листопада 2019, 10:22","https://nv.ua/ukr/style/krasota-i-moda/znaet-tolk-v-trendah-princ-charlz-zapuskaet-sobstvennuyu-modnuyu-kollekciyu-50053438.html"
"Асиметричний боб. Дженніфер Лопес похвалилася новою стрижкою","13 листопада 2019, 10:52","https://nv.ua/ukr/style/znamenitosti/assimetrichnyy-bob-dzhennifer-lopes-pohvastalas-novoy-strizhkoy-50053230.html"
"Скандал. Чому модний дім Stella MacCartney видалив пост з фото Меган Маркл","12 листопада 2019, 18:11","https://nv.ua/ukr/style/krasota-i-moda/skandal-pochemu-modnyy-doma-stella-maccartney-udalil-post-s-foto-megan-markl-50053127.html"
"«Це дружина президента-коміка»? В американській фешн-спільноті розкритикували обкладинку Vogue з Оленою Зеленською","12 листопада 2019, 16:30","https://nv.ua/ukr/style/krasota-i-moda/ne-mesto-dlya-politikov-chto-govoryat-ob-oblozhke-vogue-s-elenoy-zelenskoy-v-profilnom-feshn-forume-50053079.html"
"Свята на круїзному лайнері. Gucci представив яскраву різдвяну кампанію","12 листопада 2019, 10:40","https://nv.ua/ukr/style/krasota-i-moda/prazdniki-na-kruiznom-laynere-gucci-predstavil-yarkuyu-rozhdestvenskuyu-kampaniyu-50052972.html"
"Арт-завод Платформа і Велика Житомирська. Puma зняла рекламу нової колекції в Києві","12 листопада 2019, 09:03","https://nv.ua/ukr/style/lifestyle/platforma-i-bolshaya-zhitomirskaya-puma-snyala-reklamu-novoy-kollekcii-v-kieve-50052961.html"
"Met Gala 2020. Оголошена тема наступної виставки Інституту костюма","8 листопада 2019, 10:25","https://nv.ua/ukr/style/krasota-i-moda/met-gala-2020-obyalena-tema-vystavki-institut-kostyuma-50052342.html"
"Час мистецтва","7 листопада 2019, 16:37","https://nv.ua/ukr/style/krasota-i-moda/vremya-iskusstva-50047891.html"
"Утеплюємось. Чотири наймодніших светри сезону","6 листопада 2019, 18:08","https://nv.ua/ukr/style/krasota-i-moda/uteplyaemsya-chetyre-samyh-modnyh-svitera-sezona-50051966.html"
"$77 тис. Створено найдорожчий в світі пояс","6 листопада 2019, 14:27","https://nv.ua/ukr/style/krasota-i-moda/77-tys-sozdan-samyy-dorogoy-v-mire-poyas-50051932.html"
"Назвуть найкращих дизайнерів. Стали відомі номінанти української премії в сфері моди Best Fashion Awards 2019","4 листопада 2019, 14:13","https://nv.ua/ukr/style/krasota-i-moda/otmetyat-uspehi-dizaynerov-stali-izvestny-nominanty-ukrainskoy-premii-v-sfere-mody-best-fashion-awards-2019-50051468.html"
"У будуарному стилі. Відомий український дизайнер створив сексуальні костюми для балету The Great Gatsby","2 листопада 2019, 11:00","https://nv.ua/ukr/style/kultura/v-buduarnom-stile-izvestnyy-ukrainskiy-dizayner-sozdal-seksualnye-kostyumy-dlya-baleta-the-great-gatsby-ballet-50050217.html"
"Намалював у Paint? У Мережі висміяли новий мерч Каньє Уеста","1 листопада 2019, 16:31","https://nv.ua/ukr/style/krasota-i-moda/narisoval-v-paint-v-seti-vysmeyali-novyy-merch-kane-uesta-50051115.html"
"Ні - натуральному хутру. В Україні вперше нагородять найбільш етичного модельєра","1 листопада 2019, 15:05","https://nv.ua/ukr/style/krasota-i-moda/best-fashion-awards-v-ukrajini-vpershe-nagorodyat-naybilsh-etichnogo-modelyera-50051094.html"
"До Хелловіну. Undercover представив персні з очима","30 жовтня 2019, 16:57","https://nv.ua/ukr/style/krasota-i-moda/k-hellouinu-undercover-predstavil-perstni-s-glazami-50050692.html"
"Найменші в колекції. Louis Vuitton представив трендові мікро сумки","30 жовтня 2019, 16:22","https://nv.ua/ukr/style/krasota-i-moda/novyy-trend-louis-vuitton-predstavil-mikro-sumki-50050676.html"
"Що таке любов? Карла Бруні знялася у святковій рекламі Burberry","30 жовтня 2019, 15:24","https://nv.ua/ukr/style/znamenitosti/chto-takoe-lyubov-karla-bruni-snyalas-v-prazdnichnoy-reklame-burberry-50050666.html"
"Чарівність свята. Лілі-Роуз Депп знялася в новорічному мініфільмі Chanel","29 жовтня 2019, 13:33","https://nv.ua/ukr/style/znamenitosti/atmosfera-volshebstva-lili-rouz-depp-snyalas-v-novogodnem-mini-filme-chanel-50050412.html"
"Кардістрі в ролі моделі. Головні осінні тренди манікюру показали в яскравій фотосесії","26 жовтня 2019, 14:45","https://nv.ua/ukr/style/krasota-i-moda/kardistri-v-roli-modeli-luchshie-osennie-trendy-manikyura-pokazali-v-yarkoy-fotosessii-50049989.html"
"Денний і вечірній образи. Автор вбрання Олени Зеленської в Японії розповів, чому обрав такі крій і кольори","23 жовтня 2019, 10:55","https://nv.ua/ukr/style/krasota-i-moda/denniy-i-vechirniy-obrazi-avtor-vbrannya-oleni-zelenskoji-v-yaponiji-rozpoviv-chomu-obrav-taki-kriy-i-kolori-50049333.html"
"Dolce & Gabbana зможе прикрасити вашу Sicily bag унікальними візерунками","22 жовтня 2019, 16:56","https://nv.ua/ukr/style/krasota-i-moda/dolce-gabbana-smozhet-ukrasit-vashu-sicily-bag-unikalnymi-uzorami-50049206.html"
"У новій фотосесії. Кендалл Дженнер показала найстильніші куртки сезону","21 жовтня 2019, 11:18","https://nv.ua/ukr/style/krasota-i-moda/v-novoy-fotosessii-kendall-dzhenner-pokazala-samye-stilnye-kurtki-sezona-50048916.html"
"Дівчина-донат або єдиноріг. Instagram-ідеї макіяжу на Хеллоуїн без асоціацій з жахами","17 жовтня 2019, 15:25","https://nv.ua/ukr/style/krasota-i-moda/divchina-z-kosmosu-i-herojinja-komiksu-10-idej-makijazhu-na-khelloujin-dlja-tikh-khto-nenavidit-khorror-2503931.html"
"Задає тренд. Вікторія Бекхем показала, як правильно носити светри пастельних відтінків восени","16 жовтня 2019, 17:07","https://nv.ua/ukr/style/krasota-i-moda/zadaet-trend-viktoriya-bekhem-pokazala-kak-pravilno-nosit-svitera-pastelnyh-cvetoy-etoy-osenyu-50048157.html"
"З Карою Делевінь. Puma і Balmain випустять спільну унісекс-колекцію","15 жовтня 2019, 17:28","https://nv.ua/ukr/style/krasota-i-moda/s-karoy-delevin-puma-i-balmain-vypustyat-sovmestnuyu-uniseks-kollekciyu-50047933.html"
"Від запонок до ложок. Tiffany&Co представила першу в історії бренду чоловічу колекцію","15 жовтня 2019, 15:26","https://nv.ua/ukr/style/krasota-i-moda/ot-zaponok-do-lozhek-tiffany-predstavil-pervuyu-v-istorii-brenda-muzhskuyu-kollekciyu-50047895.html"
"Зміна правил. Кайя Гербер знялася для Vogue і розповіла про маму Сінді Кроуфорд і світ моделей в епоху MeToo","15 жовтня 2019, 15:20","https://nv.ua/ukr/style/znamenitosti/svoimi-slovami-kayya-gerber-snyalas-dlya-vogue-i-rasskazala-o-mame-sindi-krouford-i-mire-modeley-v-epohu-metoo-50047896.html"
"Взяла приклад з принцеси Діани. Кейт Міддлтон обрала вбрання в стилі традиційного жіночого костюма Південної Азії","15 жовтня 2019, 11:05","https://nv.ua/ukr/style/krasota-i-moda/vzyala-primer-s-princessy-diany-keyt-middlton-voshitila-vyborom-naryada-v-stile-tradicionnogo-kostyuma-zhenshchin-yuzh-50047816.html"
"Коротше. Визначена найстильніша стрижка сезону","13 жовтня 2019, 15:22","https://nv.ua/ukr/style/krasota-i-moda/koroche-opredelena-samaya-stilnaya-strizhka-sezona-50047663.html"
"Розпродали всю партію. Корейська компанія випустила кросівки зі святою водою","10 жовтня 2019, 19:00","https://nv.ua/ukr/style/krasota-i-moda/rasprodali-vsyu-partiyu-koreyskaya-kompaniya-vypustila-krossovki-so-svyatoy-vodoy-50047317.html"
"У тренді. Три наймодніші моделі джинсів осені і зими 2019","8 жовтня 2019, 13:31","https://nv.ua/ukr/style/krasota-i-moda/v-trende-tri-samye-modnye-modeli-dzhinsov-oseni-i-zimy-2019-50046816.html"
"Як з червоної доріжки amfAR. Giambattista Valli і H&M випустили спільну колекцію","8 жовтня 2019, 12:43","https://nv.ua/ukr/style/krasota-i-moda/kak-s-krasnoy-dorozhki-amfar-giambattista-valli-i-h-m-vypustili-sovmestnuyu-kollekciyu-50046842.html"
"У тренді. Леді Гага здивувала шанувальників рожевим кольором волосся","7 жовтня 2019, 16:46","https://nv.ua/ukr/style/krasota-i-moda/platina-s-rozovym-ottenkom-ledi-gaga-udivila-poklonnikov-novym-cvetom-volos-50046705.html"
"Просто і зі смаком. Стало відомо, скільки витратила Меган Маркл на наряди для візиту до Південної Африки","4 жовтня 2019, 18:51","https://nv.ua/ukr/style/krasota-i-moda/prosto-i-nedorogo-stalo-izvestno-skolko-potratila-megan-markl-na-naryady-dlya-vizita-v-yuzhnuyu-afriku-50046363.html"
"В Парижі. Бельгійський модельєр одягла знамениті асиметричні джинси українського дизайнера чорного кольору","4 жовтня 2019, 14:56","https://nv.ua/ukr/style/krasota-i-moda/v-parizhe-belgiyskiy-dizayner-obuvi-nadela-znamenitye-asimmetrichnye-dzhinsy-ukrainskogo-dizaynera-chernogo-cvet-50046325.html"
"Квітковий настрій. Ангел Victoria’s Secret вбралася у кепку українського дизайнера","4 жовтня 2019, 13:28","https://nv.ua/ukr/style/krasota-i-moda/cvetochnoe-nastroenie-angel-victoria-s-secret-odela-kepku-ukrainskogo-dizaynera-50046297.html"
"Total black. Названо найбільш трендовий відтінок в паризькій вуличній моді","3 жовтня 2019, 18:11","https://nv.ua/ukr/style/krasota-i-moda/total-black-nazvan-samyy-trendovyy-ottenok-v-parizhskoy-ulichnoy-mode-50046175.html"
"Легендарно. Іггі Поп знявся в рекламній кампанії Gucci","3 жовтня 2019, 16:01","https://nv.ua/ukr/style/krasota-i-moda/legendarno-iggi-pop-snyalsya-v-reklamnoy-kampanii-gucci-50046137.html"
"На даху. Chanel представив першу колекцію без Карла Лагерфельда","2 жовтня 2019, 16:11","https://nv.ua/ukr/style/krasota-i-moda/na-parizhskih-kryshah-chanel-predstavil-pervuyu-kollekciyu-bez-karla-lagerfelda-50045931.html"
"Без емоцій. Джіджі Хадід cпровадила зі сцени пранкерку під час показу Chanel","1 жовтня 2019, 15:16","https://nv.ua/ukr/style/krasota-i-moda/bez-emociy-dzhidzhi-hadid-vyprovodila-so-sceny-prankera-vo-vremya-pokaza-chanel-50045693.html"
"Ювелірна робота. Манікюр з прикрасами з перлів і золота став новим трендом","1 жовтня 2019, 13:52","https://nv.ua/ukr/style/krasota-i-moda/yuvelirnaya-rabota-manikyur-s-ukrasheniyami-iz-zhemchuga-i-zolota-stal-novym-trendom-50045669.html"
"Названо 500 найвпливовіших людей в світі моди","1 жовтня 2019, 12:55","https://nv.ua/ukr/style/krasota-i-moda/nazvany-500-samyh-vliyatelnyh-lyudey-v-mire-mody-50045656.html"
"Підсумки Тижня моди. Кращі street style образи на вулицях Парижа","30 вересня 2019, 20:34","https://nv.ua/ukr/style/krasota-i-moda/itogi-nedeli-mody-luchshie-street-style-obrazy-na-ulicah-parizha-50045555.html"
"Під вірші Жадана та Іздрика. Українська дизайнерка Лілія Літковська показала колекцію в Парижі","30 вересня 2019, 17:47","https://nv.ua/ukr/style/krasota-i-moda/pod-stihi-zhadana-i-izdrika-ukrainskiy-dizayner-liliya-litkovskaya-pokazala-kollekciyu-v-parizhe-50045519.html"
"В золотій упаковці. Saint Laurent буде випускати презервативи","30 вересня 2019, 13:34","https://nv.ua/ukr/style/krasota-i-moda/v-zolotoy-upakovke-saint-laurent-budet-vypuskat-prezervativy-50045457.html"
"Разом із Ембер Херд і Хелен Міррен. Український дизайнер вийшла на подіум у Парижі","30 вересня 2019, 11:00","https://nv.ua/ukr/style/krasota-i-moda/vmeste-s-ember-herd-i-helen-mirren-ukrainskiy-dizayner-vyshla-na-podium-v-parizhe-50045410.html"
"Нічого зайвого. Мікро-сумки визнані головним трендом осені","26 вересня 2019, 18:36","https://nv.ua/ukr/style/krasota-i-moda/nichego-lishnego-mikro-sumki-priznany-glavnym-trendom-oseni-50044970.html"
"Міллі Боббі Браун. Зірка серіалу Дуже дивні справи знялася в рекламі Pandora","26 вересня 2019, 11:41","https://nv.ua/ukr/style/krasota-i-moda/milli-bobbi-braun-zvezda-seriala-ochen-strannye-dela-snyalas-v-reklame-pandora-50044858.html"
"Модніше нікуди. Визначено найпопулярніший бренд кросівок 2019 року","25 вересня 2019, 17:41","https://nv.ua/ukr/style/krasota-i-moda/modnee-nekuda-opredelen-samyy-populyarnyy-brend-krossovok-2019-goda-50044746.html"
"До 25-річчя Друзів. Ralph Lauren випустив колекцію, присвячену популярному серіалу","19 вересня 2019, 14:55","https://nv.ua/ukr/style/krasota-i-moda/k-25-letiyu-druzey-ralph-lauren-vypustil-kollekciyu-posvyashchennuyu-populyarnomu-serialu-50043664.html"
"По-перше, це красиво. Світові hair-стилісти визначили головний тренд для волосся","17 вересня 2019, 17:21","https://nv.ua/ukr/style/krasota-i-moda/vo-pervyh-eto-krasivo-mirovye-hair-stilisty-opredelili-glavnyy-osenniy-trend-dlya-volos-50043277.html"
"Стала блондинкою. Кендалл Дженнер стала головною зіркою показу Burberry в Лондоні","17 вересня 2019, 13:46","https://nv.ua/ukr/style/krasota-i-moda/stala-blondinkoy-kendall-dzhenner-stala-glavnoy-zvezdoy-pokaza-burberry-v-londone-50043208.html"
"З демократичними цінами. Вікторія Бекхем запускає власний косметичний бренд","12 вересня 2019, 16:16","https://nv.ua/ukr/style/krasota-i-moda/s-demokratichnymi-cenami-viktoriya-bekhem-zapuskaet-sobstvennyy-kosmeticheskiy-brend-50042408.html"
"Новий сезон в ЦУМ","12 вересня 2019, 15:32","https://nv.ua/ukr/style/krasota-i-moda/novyy-sezon-v-cum-50042128.html"
"Street-style. Ірина Шейк і Єва Чен з’явилися на Нью-йоркському тижні моди в нарядах українського дизайнера","12 вересня 2019, 12:04","https://nv.ua/ukr/style/krasota-i-moda/street-style-irina-sheyk-i-eva-chen-zamecheny-na-new-york-fashion-week-v-naryadah-ukrainskogo-dizaynera-50042337.html"
"Моделі plus-size і модні бабусі. Шість нестандартних моделей, які підкорили подіум на Нью-йоркському Тижні моди","11 вересня 2019, 19:43","https://nv.ua/ukr/style/krasota-i-moda/modeli-plus-size-i-modnye-babushki-shest-nestandartnyh-modeley-pokorivshih-podium-na-nyu-yorkskoy-nedele-mody-50042251.html"
"Розмір Траволти. Американський телеведучий Джиммі Феллон пожартував про джинси українського дизайнера","11 вересня 2019, 15:36","https://nv.ua/ukr/style/krasota-i-moda/travolte-podoydet-amerikanskiy-televedushchiy-dzhimmi-fellon-poshutil-o-dzhinsah-ukrainskogo-dizaynera-50042170.html"
"Кольори українського прапора. Pantone назвав трендові відтінки весни і літа 2020 року","11 вересня 2019, 13:57","https://nv.ua/ukr/style/krasota-i-moda/ot-ognennogo-alogo-do-vinogradnogo-kompota-pantone-nazval-trendovye-ottenki-vesny-i-leta-2020-goda-50042136.html"
"Ретро-денім, оверсайз-піджак і tie dye. Кращі street-style образи з Нью-йоркського тижня моди","10 вересня 2019, 14:35","https://nv.ua/ukr/style/krasota-i-moda/retro-denim-oversayz-pidzhak-i-tie-dye-luchshie-street-style-obrazy-s-nyu-yorkskoy-nedeli-mody-50041942.html"
"Не завада. Вагітна plus-size модель Ешлі Грехем вийшла на подіум Нью-Йоркського тижня моди","9 вересня 2019, 19:33","https://nv.ua/ukr/style/krasota-i-moda/ne-pomeha-beremennaya-plus-size-model-eshli-grehem-vyshla-na-podium-nyu-yorkskoy-nedeli-mody-50041808.html"
"В шльопанцях на підборах. Белла Хадід з’явилася на New York Fashion Week у взутті українського дизайнера","9 вересня 2019, 19:28","https://nv.ua/ukr/style/krasota-i-moda/v-shlepancah-na-kabluke-bella-hadid-poyavilas-na-new-york-fashion-week-v-obuvi-ukrainskogo-dizaynera-50041804.html"
"Секс, метелики і Золота голубка. Сім найкращих показів Ukrainian Fashion Week весна-літо '2020","9 вересня 2019, 18:26","https://nv.ua/ukr/style/krasota-i-moda/seks-babochki-i-zolotaya-golubka-sem-luchshih-pokazov-ukrainian-fashion-week-vesna-leto-2020-50041760.html"
"Записуйте. П’ять звичок, які об'єднують нестаріючих знаменитих жінок","9 вересня 2019, 17:00","https://nv.ua/ukr/style/krasota-i-moda/zapisujte-pjat-zvichok-jaki-objednujut-nestarijuchikh-znamenitikh-zhinok-2474259.html"
"Витоки haute couture. Лондонська виставка, присвячена Christian Dior, встановила рекорд відвідуваності","9 вересня 2019, 16:14","https://nv.ua/ukr/style/krasota-i-moda/naslednie-pionera-haute-couture-londonskaya-vystavka-posvyashchennaya-christian-dior-ustanovila-rekord-poseshchaemos-50041743.html"
"Total-look. Мати Ілона Маска обрала одяг українських дизайнерів для червоної доріжки New York Fashion Week","6 вересня 2019, 18:02","https://nv.ua/ukr/style/krasota-i-moda/total-luk-mat-ilona-maska-vybrala-odezhdu-ukrainskih-dizaynerov-dlya-krasnoy-dorozhki-new-york-fashion-week-50041362.html"
"Хіт Instagram. Тату-браслети стали новим модним трендом","6 вересня 2019, 17:23","https://nv.ua/ukr/style/krasota-i-moda/hit-instagram-tatu-braslety-stali-novym-modnym-trendom-50041344.html"
"Київський OSTRIV концептуального одягу: кращі осінні моделі","6 вересня 2019, 16:00","https://nv.ua/ukr/style/krasota-i-moda/kijivskiy-ostriv-konceptualnogo-odyagu-krashchi-osinni-modeli-50041309.html"
"Гаряче. Українська модель знялася з Кріштіану Роналду в рекламі його бренду","3 вересня 2019, 16:09","https://nv.ua/ukr/style/krasota-i-moda/goryacho-ukrainskaya-model-snyalas-v-reklame-brenda-krishtianu-ronaldu-50040666.html"
"Буде яскраво. Три наймодніших кольори сезону осінь 2019","3 вересня 2019, 15:15","https://nv.ua/ukr/style/krasota-i-moda/budet-yarko-tri-samyh-modnyh-cveta-sezona-osen-2019-50040653.html"
"Загроза для fashion-індустрії. Британська модна рада підрахувала, у скільки дизайнерам обійдеться жорсткий Brexit","3 вересня 2019, 13:14","https://nv.ua/ukr/style/krasota-i-moda/ugroza-dlya-fashion-industrii-britanskiy-modnyy-sovet-podschital-vo-skolko-oboydetsya-zhestkiy-brexit-50040625.html"
"Класична оправа і дзеркальні лінзи. Chanel показав, які окуляри будуть в тренді цієї зими","3 вересня 2019, 12:03","https://nv.ua/ukr/style/krasota-i-moda/cherepashya-oprava-i-zerkalnye-linzy-chanel-pokazal-kakie-ochki-budut-v-trende-etoy-zimoy-50040612.html"
"Вестерн і вінтаж. П’ять головних трендів осені 2019, про які варто знати","1 вересня 2019, 08:55","https://nv.ua/ukr/style/krasota-i-moda/vestern-i-vintazh-pyat-glavnyh-trendov-oseni-2019-o-kotoryh-stoit-znat-50039565.html"
"Для молодих дизайнерів. Засновано премію імені Карла Лагерфельда","29 серпня 2019, 15:15","https://nv.ua/ukr/style/krasota-i-moda/dlya-molodyh-dizaynerov-uchrezhdena-premiya-imeni-karla-lagerfelda-50039839.html"
"Аромат сяючої жінки. Марго Роббі вразила красою в рекламі Chanel — відео","27 серпня 2019, 14:56","https://nv.ua/ukr/style/znamenitosti/margo-robbi-blisnula-krasoyu-v-reklami-chanel-foto-50032548.html"
"Літо в Парижі. Супермодель Ізабель Гулар одягла капелюх українського дизайнера","27 серпня 2019, 14:54","https://nv.ua/ukr/style/krasota-i-moda/leto-v-parizhe-supermodel-izabel-gular-nadela-shlyapu-ukrainskogo-dizaynera-50039397.html"
"Казкова краса. Остання колекція Лагерфельда в новому кампейні від Chanel","23 серпня 2019, 14:42","https://nv.ua/ukr/style/krasota-i-moda/chanel-nova-kolekciya-trib-yut-karlu-lagerfeldu-v-novomu-kampeyni-foto-50038958.html"
"Назвала в честь бабусі і собаки. Зірка серіалу Велика маленька брехня створила колекцію помад для YSL","22 серпня 2019, 16:35","https://nv.ua/ukr/style/krasota-i-moda/zoji-kravic-stvorila-kolekciyu-pomad-dlya-ysl-foto-50038796.html"
"Осінь на пляжі. Джіджі Хадід і Ірина Шейк в рекламі нової колекції Burberry","22 серпня 2019, 12:55","https://nv.ua/ukr/style/krasota-i-moda/dzhidzhi-hadid-i-irina-sheyk-v-reklami-novoji-kolekciji-burberry-foto-50038734.html"
"Арт-стікери і дабл-дотси. Три тренда в манікюрі, які будуть актуальні восени","21 серпня 2019, 15:52","https://nv.ua/ukr/style/krasota-i-moda/modniy-manikyur-2019-tri-trenda-yaki-budut-aktualni-voseni-foto-50038572.html"
"Її час керувати світом. Adidas і Фаррелл Вільямс випустили колекцію, присвячену правам жінок","21 серпня 2019, 14:40","https://nv.ua/ukr/style/krasota-i-moda/adidas-i-farrell-vilyams-kolekciya-prava-zhinok-50038557.html"
"Тренд 2009 року. Експерти назвали наймоднішу сумку осені 2019","21 серпня 2019, 12:25","https://nv.ua/ukr/style/krasota-i-moda/modna-sumka-osin-2019-ob-yemniy-klatch-foto-50038539.html"
"Бджолина отрута та олія чайного дерева. Як жінки з королівської сім'ї доглядають за шкірою","20 серпня 2019, 17:14","https://nv.ua/ukr/style/krasota-i-moda/bdzholina-otruta-i-maslo-chajnoho-dereva-jak-zhinki-z-korolivskoji-simji-dohljadajut-za-shkiroju-2472613.html"
"Фіолетово. Нове трендове фарбування волосся захопило Instagram","20 серпня 2019, 00:35","https://nv.ua/ukr/style/krasota-i-moda/lilove-volossya-noviy-trend-50038176.html"
"Гардероб канцлера. ЗМІ порахували, скільки разів Ангела Меркель з’явилася на публіці в блузі-кімоно, купленій 23 роки тому","19 серпня 2019, 15:11","https://nv.ua/ukr/style/krasota-i-moda/angela-merkel-stil-kanclera-nimechchini-foto-50038186.html"
"З пластикових пляшок. Представлені кросівки, надруковані на 3D-принтері","15 серпня 2019, 13:56","https://nv.ua/ukr/style/krasota-i-moda/krosivki-z-plastikovih-plyashok-nadrukovani-na-3d-printeri-50037635.html"
"Геніальний кутюр'є і 45 шоу. Ukrainian Fashion Week оголосила програму показів весна-літо ‘2020","14 серпня 2019, 17:07","https://nv.ua/ukr/style/krasota-i-moda/ukrainian-fashion-week-vesna-lito-2020-programa-50037503.html"
"Вдома в білизні. 49-річна Наомі Кембелл показала ідеальну фігуру в рекламі Calvin Klein","14 серпня 2019, 14:53","https://nv.ua/ukr/style/krasota-i-moda/naomi-kempbell-v-nizhniy-bilizni-v-reklami-calvin-klein-video-50037440.html"
"Виріс? Не біда! Nike запустила підписку на дитячі кросівки","13 серпня 2019, 10:48","https://nv.ua/ukr/style/krasota-i-moda/nike-zapustiv-pidpisku-na-dityachi-krosivki-50037211.html"
"Смарагдовий їй до лиця. Демі Мур одягла вишиванку українського дизайнера","12 серпня 2019, 20:21","https://nv.ua/ukr/style/krasota-i-moda/demi-mur-vishivanka-ukrajinskogo-dizaynera-foto-50037160.html"
"Дуже яскраво. Nike випустив колекцію, присвячену мультфільму Губка Боб квадратні штани","12 серпня 2019, 12:57","https://nv.ua/ukr/style/krasota-i-moda/nike-gubka-bob-kolekciya-krosivok-50037058.html"
